CaseFileReportId,Description,Amount,TransactionCategoryId,
34234,Coborns,15.61,240,
34234,Coborns,19.28,240,
34234,McLeod co-op,83.86,232,
34234,Metropolitan Urology,20,210,
34234,GRHS,61.09,210,
34234,Coborns,9.67,240,
34234,McLeod co-op,23.02,232,
34234,Medica,424.5,206,
34234,Contemporary Dental,358.15,209,
34234,Lano Equipment,34.51,200,
34234,Edwin Ellis,200,197,
34234,Contemporary Dental,165.3,209,
34234,Metropolitan Urology,20,210,
34234,Medica,129.9,206,
34234,McLeod county auditor,52,225,
34234,McLeod co-op,55.24,232,
34234,McLeod county treas,998,226,
34234,American Family Ins,616.7,204,
34234,McLeod co-op,48.98,232,
34234,McLeod co-op,47.32,232,
34234,Medica,389.7,206,
34234,Cornea &contact,40,210,
34234,Metropolitan Urology,80,210,
34234,GRHS,23.16,210,
34234,McLeod Co-op,50.59,232,
34234,Coborn,32.53,240,
34234,McLeod Co-op,48.63,232,
34234,Sumter Mutual Ins,1070.96,205,
34234,Medica,259.8,206,
34234,LPgas -home heat,449.48,232,
34234,Transfer From,10000,176,
34234,LP gas-home heat,913.77,232,
34234,LPgas-home heat,588.91,232,
34234,LPgas-home heat,327.39,232,
34234,Transfer From,20000,176,
34010,Epcor Water,36.02,234,
9566,NGL,117.9,207,
34223,Walmart,67.54,197,
34223,Sarah Jacobson - Petty Cash,40.05,214,
34010,Southwest Gas Corp.,16.54,232,
34233,Schwabb,1.95,213,
34233,Charles Schwabb,3487,179,
34233,Charles Schwabb,2005,194,
34233,Richard Burgart,2500,191,
34233,Bradford Law Office,3359,191,
34233,Richard Burgart,2201,184,
34233,Transfer From,251558.5,176,
19266,Wal Mart,3.18,214,
9566,jeff ferraro for mowing,50,213,
34223,HCA H Prem,39,206,
21628,Central Minnesota Credit Union,6.35,250,
19266,Chanhassen Dinner Theater,13.37,196,
34010,Thrifty White Pharmacy,139.46,240,
34223,Laker Fee,5,194,
21628,Central Minnesota Credit Union,8.79,250,
19266,Transfer From,25,176,
21628,Heart of Lakes C U Debt - Payment,1315.01,247,
9566,Grand Village,50,214,
19266,KFC,9.61,196,
9566,Grand Village,941,239,
21628,Heart of Lakes C U Debt - Payment,1000,247,
34223,Sarah Jacobson  - Petty Cash,159.35,214,
21628,Heart of Lakes C U Debt - Payment,1000,247,
9566,jeff ferraro for mowing,40,213,
21628,Central Minnesota Credit Union,11.42,250,
34223,MRCI - Sweater,32,187,
21628,Central Minnesota Credit Union,13.58,250,
33157,Oxford Bowl,2.5,196,
9566,State Mutual Med Ins,263.64,206,
21628,Heart of Lakes C U Debt - Payment,1000,247,
9566,NGL,117.9,207,
21628,Heart of Lakes C U Debt - Payment,1000,247,
33157,Oxford Bowl,7,189,
21628,Central Minnesota Credit Union,16.67,250,
21628,Heart of Lakes C U Debt - Payment,1000,247,
34223,Transfer From,40,176,
19266,Kandi Bowl,0.75,189,
9566,L & M,159.23,213,
21628,Central Minnesota Credit Union,19.92,250,
34223,Beck Pharmacy,5,240,
21628,Heart of Lakes C U Debt - Payment,1000,247,
34223,Target,17.39,214,
21628,Central Minnesota Credit Union,23.33,250,
34010,State Farm Insurance,100,184,
19266,License Center ID,0.5,214,
21628,Heart of Lakes C U Debt - Payment,1000,247,
34010,David Crandall DDS,100,209,
21628,Central Minnesota Credit Union,499.8,250,
34010,Law Office of Catherine Leas,100,191,
21628,Central Minnesota Credit Union,22.85,250,
9566,Grand Village,50,214,
21628,Heart of Lakes C U Debt - Payment,1000,247,
34010,Novation Credit Union,2,183,
9566,State Mutual Med Ins,263.64,206,
34223,Walmart,89.32,197,
9566,NGL,117.9,207,
34223,HCA H Prem,39,206,
9566,NGL,117.9,207,
34010,Integrated Medical Services,61.61,240,
34010,Sound Physicians of AZ,41.59,240,
34010,Xcel Energy,76.36,232,
16212,Walgreens,91.32,214,
34010,Gary Campbell,45,203,
16212,Tlf Falulas-Flowers/Plants,37.55,203,
16212,Walgreens,48.96,214,
16212,Hardware Store,10.72,202,
34223,Laker Fee,10,194,
34223,Mackenthuns,1,240,
16212,Settlers Life,4.42,207,
16212,Utility-Centurylink,186.88,233,
34223,Subway,10.58,196,
16212,Utility-Verizon Wireless,29.34,233,
34223,Dept of Human Services,39,206,
16212,Holiday Gas Station,19.32,180,
19266,McMillians,10.99,196,
34223,Bill Jacobson - Camera,50,200,
9566,State Mutual Med Ins,263.64,206,
16212,Ulta,33.26,214,
16212,Utility-Ceterpoint Energy ,82,232,
34223,Party City,85.57,189,
16212,Walmart,16.91,203,
9566,NGL,117.9,207,
19266,Kandi Bowl,0.75,189,
16212,Cub Foods,24.52,197,
34223,Best Buy,60.9,200,
16212,Cub Foods,69.41,197,
9566,State Mutual Med Ins,263.64,206,
19266,Circus,3,196,
16212,Fairs Nursery (plants),19.29,203,
34223,Walgreens,26.15,214,
34223,Target,107.93,214,
34010,Prelude Homes,5975,185,
16212,Transfer From,2000,176,
33157,Ground Round,19.26,196,
16212,Cash for Entertainment,60,189,
16212,Walgreens,35.15,214,
9566,State Mutual Med Ins,263.64,206,
16212,Cash for Entertainment,60,189,
16212,Hair,75,221,
16212,Barnes & Noble,27.02,189,
34223,Walmart,50.78,197,
34223,Sarah Jacobson  - Petty Cash,61.35,214,
9566,NGL,117.9,207,
16212,Walgreens,4.25,214,
33157,Department of Human Services,54,206,
16212,Kohl's,17.19,187,
33883,General Sam's,40,196,
16212,Target,21.03,203,
33883,PY's Saloon and Grill,20,196,
19266,Minnesota Zoo,24.34,196,
16212,Walgreens,10.49,214,
33883,BP,33,180,
33157,Worthington Daily Globe,92.6,222,
16212,Utility-City of Maple Grove,65.34,234,
9566,Grand Rapids State Bank,20,194,
33883,Burger King,7.9,196,
16212,Ucare MN,187,206,
33883,Burger King,13.69,196,
19266,Transfer From,30,176,
16212,Cash for Entertainment,60,189,
33883,Arby's,8.52,196,
16212,Magazine Subscription,20,222,
33883,Burger King,7.9,196,
16212,Cub Foods,70.36,197,
33883,Holiday,34,180,
16212,Utility-Xcel Energy,94,232,
33157,New Dawn ,72,239,
16212,Progressive,51.83,204,
33883,St. Croix Trees (X-mas Tree)-contributed $40.00 towards,40,203,
16212,Target,17.15,203,
9566,Grand Village,941,239,
34223,famous foot wear,29.99,187,
16212,Walmart,6.99,203,
34223,Beck Pharmacy,4,240,
33883,Walmart,20.9,197,
16212,Safeco Insurance,170.67,205,
34223,Kohls,100.37,187,
33883,Burger King,8.31,196,
16212,Walgreens,22.27,214,
19266,Kandi Bowl,1,196,
33157,NewDawn Inc,8.55,207,
34223,Walgreens,35.16,214,
19266,Panda Garden,11.96,196,
9566,Goodwill,30.03,187,
34223,HCA 0 H Prem,39,206,
34223,Walmart,78.44,197,
19266,Transfer From,10,176,
9566,Grand Village,50,214,
34223,Sarah Jacobson - Petty Cash,120,230,
16212,Reimbursement to Conservator-Tax Preparation Fees,265,190,
34223,Sarah Jacobson - Petty Cash,30.78,214,
33883,Walmart,8.26,197,
33883,Fastrip-(Carton Marlboro),83.71,214,
19266,Dairy Queen,3.09,196,
34147,Austin Schaeffer,280,221,
19266,Pizza Ranch,10.19,196,
33883,Acapulco's,20,196,
16212,Holiday Gas Station,23.07,180,
33883,Family Fresh,34.65,197,
16212,Settlers Life,4.42,207,
16212,Walgreens,63.32,214,
16212,Cash for Entertainment,60,189,
33883,Walmart,120,197,
19266,Panda Garden,11.96,196,
34147,Austin Schaeffer,200,221,
33883,Khol's-(Andy's clothes),63,187,
9566,Grand Village,901,239,
16212,Utility-Verizon Wireless,74.62,233,
19266,Transfer From,20,176,
16212,Utility-Ceterpoint Energy ,82,232,
34147,Austin Schaeffer,200,221,
16212,MN Gastroenterology-Medical Expense,25,210,
34147,Austin Schaeffer,200,221,
19266,Transfer From,20,176,
16212,Hair,75,221,
21628,Central Minnesota Credit Union,197.17,250,
19266,wal,18.94,214,
16212,Utility-Centurylink,179.79,233,
16212,Cash for Entertainment,60,189,
19266,County Fair,17.25,196,
16212,Big Lots Store,9.83,203,
9566,Grand Village,941,239,
19266,Transfer From,30,176,
21628,Central Minnesota Credit Union,0.03,250,
16212,Reimbursement to Conservator-Attorney Fees,170.5,191,
16212,Transfer From,4000,176,
19266,Wal Mart,1.5,214,
16212,Walgreens,15.62,214,
21628,Central Minnesota Credit Union,4.96,250,
9566,Grand Village,50,214,
21628,Central Minnesota Credit Union,10.5,250,
19266,Panda Garden,11.96,196,
21628,Central Minnesota Credit Union,16.19,250,
9566,Grand Village,50,214,
16212,Star Tribune,67.21,222,
21628,Central Minnesota Credit Union,18.44,250,
19266,Transfer From,20,176,
34147,Walgreens,43.99,214,
16212,Ucare MN,187,206,
21628,Central Minnesota Credit Union,18.99,250,
16212,Lowe's,16.07,203,
21628,Central Minnesota Credit Union,19.47,250,
19181,Cub Foods,37.99,197,
34147,Austin Schaeffer,200,221,
21628,Central Minnesota Credit Union,20.56,250,
16212,Fairs Nursery (plants),18.19,203,
16212,Walgreens,7.11,214,
19266,Aquatics Center,3.5,189,
16212,Cub Foods,83.55,197,
21628,Central Minnesota Credit Union,20.93,250,
34147,Austin Schaeffer,200,221,
16212,Chase payment,60.72,213,
21628,Central Minnesota Credit Union,22.48,250,
34147,Austin Schaeffer,280,221,
19266,Burger King,1.07,196,
21628,Central Minnesota Credit Union,24.09,250,
9566,Grand Village,983,239,
21628,Central Mn CU Debt - Payment,313.62,247,
34147,Austin Schaeffer,240,221,
16212,Progressive,52.34,204,
19266,Burger King,6.28,196,
21628,Central Minnesota Credit Union,25.75,250,
16212,Safeco Insurance,170.67,205,
33883,Medica,102.8,206,
16212,Utility-Xcel Energy,94,232,
33883,US Bank Home Mortgage,1278.13,238,
21628,Central Minnesota Credit Union,23.31,250,
19266,Aquatics Center,3.25,189,
19181,McDonalds (group home guys),14.5,196,
21628,Central Mn CU Debt - Payment,313.62,247,
19266,Pancake Feed,7,196,
19181,Denny's 5th Ave Bakery (birthday cake),21.44,197,
19266,Transfer From,25,176,
19181,Spirit Halloween costume,28.98,187,
19266,Block Party Food,7,196,
16212,Transfer From,200,176,
19181,Great Clips,21,214,
21628,Central Mn CU Debt - Payment,313.62,247,
19181,Walmart,7.96,214,
21628,Central Mn CU Debt - Payment,400,247,
21628,Central Mn CU Debt - Payment,400,247,
19181,McDonalds,14.32,196,
21628,Central Mn CU Debt - Payment,400,247,
21628,Central Mn CU Debt - Payment,400,247,
21628,Central Mn CU Debt - Payment,400,247,
21628,Central Mn CU Debt - Payment,2000,247,
16212,Transfer From,52.57,176,
21628,Central Mn CU Debt - Payment,2000,247,
16212,Transfer From,104.42,176,
21628,Central Mn CU Debt - Payment,1645.15,247,
21628,Central Mn CU Debt - Payment,31.65,247,
16212,Holiday Gas Station,19.05,180,
16212,Settlers Life,4.42,207,
16212,Cash for Entertainment,60,189,
16212,Walgreens,56.34,214,
16212,Cash for Entertainment,100,189,
9566,Thrift Shop,21,187,
16212,Walgreens,34.3,214,
16212,Cub Foods,68.87,197,
16212,Utility-Centurylink,179.62,233,
9566,Grand Village,50,214,
16212,Utility-Ceterpoint Energy ,105,232,
9566,Grand Village,954,239,
16212,Ben & Eddie's Landscaping,902.25,202,
16212,DMV,54.15,181,
16212,Reimbursement to Conservator-Attorney Fees,723.19,191,
9566,KMart,26.98,214,
16212,Cash for Entertainment,60,189,
16212,Cub Foods,37.4,197,
21628,Central Mn CU Debt - Payment,313.62,247,
16212,Walgreens,83.91,240,
34223,laker Fee,5,194,
16212,Patrick's Restaurant,35.55,196,
16212,Ucare MN,187,206,
34223,Cub Foods,17.98,197,
34223,Great Clips,16,214,
16212,Walgreens,7.12,214,
34223,Beck Pharmacy,1.2,240,
16212,Cub Foods,64.85,197,
34223,Famous Footwear,47.49,214,
16212,Utility-Garbageman,61.49,231,
16212,Progressive,191.35,204,
16212,Safeco Insurance,140.75,205,
34223,Mystifying Abilities,26,200,
34147,RBC Fees,2,183,
34147,RBC Investment Loss,68016.97,179,
34223,Walgreens,33.74,214,
34147,Tax Withholding,3.49,225,
19181,Walgreens (pop),17.16,197,
34223,HCA - H. Prem,117,206,
19181,WalMart (food group home),19.92,197,
34223,Walmart,109.31,197,
19181,McDonaldds,6.74,196,
34223,Sarah Jacobson - Petty cash,39.65,214,
19181,Menards (convertor for DVD player),21.23,214,
19181,Cub Foods (pop),9.65,197,
19181,McDonald's,7.8,196,
19181,Gordman's (group home guys & staff),21.41,199,
34223,DHA Med Prem,39,206,
19181,Target (Ernie Xmas gift),17.36,199,
19164,Transfer From,10000,176,
34223,Lakers Fee,5,194,
19181,McDonalds (group home guys),29.3,196,
34223,Target,119.24,214,
19181,Cub Pharmacy,16.99,240,
19181,Bath n Body Wks (MRCI staff),15.55,199,
34223,Walmart,52.21,197,
34223,Sarah Jacobson,345.68,214,
33456,ELM HOMES- R&B,636,185,
15923,Omnicare,39,210,
15923,North Ridge Care Ctr,47763.79,185,
15923,Clarence L Coffindaffer,1633.85,193,
15923,Wright Hennepin Co Elec,151.73,232,
21843,Haughbeck Homes- R&B,526,185,
21843,Haughbeck Homes- R&B,526,185,
15923,Linda Bogut,3037.5,191,
15923,Omnicare,421.9,210,
15923,Meeks Appraisal,400,195,
15923,Paul Crawford Appraisal,400,195,
16544,Cardinal of Mn,53,185,
16544,MacBe Company,85.23,187,
16544,Cardinal of Mn,13,233,
16544,Cardinal of Mn,876,185,
16544,Cardinal of Mn,13,233,
16544,Cardinal of Mn,876,185,
33438,Chuck Healey,626,185,
15923,CP Energy,294.5,232,
15923,Mary Lauseng,112.13,214,
15923,Patrick J Thomas,100,184,
19164,Frontier Comm,53.11,233,
15923,Larry Chiat,340,191,
15923,Danielle Mercurio,4950,191,
16544,Darlene Stephan,210,187,
19164,Peterson Drug,304.6,240,
15923,Charles Singer,2623,191,
16544,Darlene Stephan,100,187,
15923,Omnicare,296.73,210,
15923,Wright Hennepin Co Elec,43.03,232,
16544,Cardinal of Mn,13,233,
16544,Cardinal of Mn,868,185,
15923,North Ridge Care Ctr,3800,185,
15923,Fee,32,183,
19164,Humana,49.3,206,
15923,Mary lauseng,500,214,
19164,Good Samaritan Society,3285,185,
19164,Blue Cross Blue Shield,109,206,
19164,Monumental Life Ins,10.3,207,
15905,Home Health Aide Care,1387.25,221,
19164,Peterson Drug,329.14,240,
19164,Frontier Comm,53.11,233,
15923,Valtera- Home Depot,79.87,202,
15923,Wright Hennepin Co Elec,41.05,232,
15923,North Ridge Care ctr,2500,185,
15923,Valtera- KS 12/31/2014,119.52,221,
16544,Cardinal of Mn,13,233,
16544,Cardinal of Mn,872,185,
15923,Wright Hennepin Co Elec,209.26,232,
16544,Darlene Stephan,200,214,
15923,CP Energy,62.5,232,
16544,Cardinal of Mn,13,233,
16544,Cardinal of Mn,876,185,
16544,Whitewater Tax & Consulting,218,190,
15434,AFNI,150,249,
16544,Cardinal of Mn,13,233,
16544,Cardinal of Mn,876,185,
16544,Darlene Stephan,200,214,
16544,Cardinal of Mn,13,233,
16544,Cardinal of Mn,888,185,
16212,Utility-Xcel Energy,155,232,
16212,Cash for Entertainment,60,189,
16212,Settlers Life,4.42,207,
16212,Hardware Store,12.85,202,
16212,Hardware Store,12.85,202,
16212,Walgreens,9.56,240,
16212,Walgreens,12.4,240,
16212,Cub Foods,70.49,197,
16212,Gift-Tim Golly,25,199,
16212,Utility-Verizon Wireless,85.34,233,
16212,Utility-Ceterpoint Energy ,92.9,232,
16212,Big Lots Store,17.11,203,
34223,Victoria Secret,43.98,214,
16212,Walgreens,4.27,240,
16212,Walgreens,6.99,240,
15923,City of Maple Grove,96.08,234,
34223,Laker Fee,5,194,
16212,Utility-Centurylink,179.62,233,
34223,Walgreens,29.5,213,
16212,Holiday Gas Station,27.69,180,
15923,Wright Hennepin Co Elec,289.92,232,
15923,Patrick J Thomas,100,184,
34223,walmart,104.39,214,
16212,Reimbursement to Conservator-Attorney Fees,448.07,191,
34223,Sarah Jacobson - Petty Cash,75.93,197,
15923,North Ridge Care Ctr,1500,185,
16212,Ulta,32.72,214,
16212,Hardware Store,6.96,202,
16212,Midas-Car Repair,466.05,181,
16212,Cash for Entertainment,60,189,
16212,Walgreens,11.98,240,
16470,US Bank,2,183,
16212,Walgreens,37.5,240,
16212,Kohl's,16.99,187,
16212,Cash for Entertainment,60,189,
16212,Cub Foods,9,197,
16212,Ucare MN,180,206,
16212,Walgreens,39.99,240,
16212,Utility-CPL Energy,5.57,232,
16212,Cash for Entertainment,60,189,
16212,Cub Foods,74.52,197,
16212,Progressive,191.32,204,
16212,Transfer From,2000,176,
16212,Safeco Insurance,140.75,205,
21628,Pope County Coop Oil,155.8,232,
21628,Pope County Coop Oil,318.24,232,
16212,Reimbursement to Conservator-Attorney Fees,1960.07,191,
21628,Pope County Coop Oil,188.72,232,
16212,Reimbursement to Conservator-Parking Fee at Court,7,194,
16212,Reimbursement to Conservator-Bond Premium,286,194,
16212,Reimbursement to Conservator-Attorney Fees,712.07,191,
15923,Colonial ,55.65,207,
16212,Reimbursement to Conservator-Attorney Fees,603.67,191,
16212,Reimbursement to Conservator-Attorney Fees,283.92,191,
15923,Medica,198.3,206,
16212,Reimbursement to Conservator-William's Attorney Fees,78,191,
16212,Reimbursement to Conservator-Attorney Fees,1000,191,
16212,Utility-Xcel Energy,155,232,
16212,Cub Foods,30.65,197,
16212,Deposit for SilverCreek,500,239,
16212,Cub Foods,25.12,197,
16212,Famous Footwear,50,187,
16212,Target,28.67,203,
16212,Westminster Presbyterian Church,30,186,
16544,Cardinal of Mn,13,233,
16544,Cardinal of Mn,872,185,
16212,Settlers Life,4.42,207,
16544,Cardinal of Mn,13,233,
16212,Cub Foods,24.14,197,
16544,Cardinal of Mn,872,185,
16212,Utility-Ceterpoint Energy ,105,232,
16212,Jewelry Repair,21.4,214,
16544,Darlene Stephan,200,214,
16544,Cardinal of Mn,13,233,
16212,Cub Foods,29.81,197,
16212,Utility-Centurylink,179.62,233,
16212,Walgreens,10.7,214,
16212,Cub Foods,48.87,197,
16544,Cardinal of Mn,872,185,
16212,Midas-Car Repair,154.61,181,
16212,Utility-Garbageman,67.49,231,
16212,Utility-City of Maple Grove,69.64,234,
19266,Panda Garden,11.96,196,
16212,Cub Foods,9.01,197,
16212,Holiday Gas Station,32.71,180,
16212,Walgreens,10.87,214,
16212,Walgreens,13.2,214,
19266,Transfer From,20,176,
16212,Reimbursement to Conservator-Attorney Fees,291.5,191,
16212,Cash for Entertainment,60,189,
16212,Subway,6.44,196,
16212,Star Tribune,63.7,222,
19266,Wal Mart,6.02,214,
19266,Stinger Game,2.25,189,
16212,Ucare MN,180,206,
16212,Patrick's Restaurant,52.98,196,
16212,Cub Foods,86.34,197,
16212,Utility-AT&T,34.89,233,
16544,Dentistry for Children,175,209,
16212,Utility-CPL Energy,7.56,232,
19266,Transfer From,10,176,
19266,Lunch,12.77,196,
16544,Olmsted Medical,2.99,210,
19266,Sunglasses,10,214,
16212,Ulta,15.45,214,
16212,Progressive,191.32,204,
16470,US Bank,2,183,
16212,Walmart,33.99,203,
16544,Cardinal of Mn,13,233,
16212,Hardware Store,24.66,202,
16544,Cardinal of Mn,872,185,
16212,Jewelry Repair,10,214,
19266,Culver's,6.51,196,
16544,Darlene Stephan,200,214,
19266,ARC Dance,1,196,
19266,Garage Sale,4.25,214,
16470,Lakeshore at Home Transporation,33.7,229,
16470,Lakeshore at Home Transporation,103,229,
16470,Minnesota Revenue,3500,227,
16470,Touching Hearts at Home,108,220,
16470,Touching Hearts at Home,117,220,
16470,Touching Hearts at Home,139.5,220,
16470,Touching Hearts at Home,99,220,
16470,Touching Hearts at Home,144,220,
16470,Touching Hearts at Home,81,220,
16470,Touching Hearts at Home,135,220,
16470,Touching Hearts at Home,126,220,
16470,Touching Hearts at Home,108,220,
16470,Touching Hearts at Home,135,220,
16470,Touching Hearts at Home,99,220,
16470,Touching Hearts at Home,81,220,
16470,Touching Hearts at Home,108,220,
16470,Touching Hearts at Home,117.82,220,
16470,Touching Hearts at Home,54,220,
16470,Touching Hearts at Home,81,220,
16470,Touching Hearts at Home,103.5,220,
16470,Touching Hearts at Home,103.5,220,
16470,Touching Hearts at Home,58.5,220,
16470,Touching Hearts at Home,99,220,
16470,Touching Hearts at Home,108.07,220,
16470,Touching Hearts at Home,91.11,220,
16470,Touching Hearts at Home,109.2,220,
16470,Dorette Larson,1.62,214,
16470,Dorette Larson,20,214,
16470,Thrifty White Pharmacy,12.03,240,
16470,The Ecumen Store,57.4,240,
16470,Thrifty White Pharmacy,13.63,240,
16470,The Ecumen Store,28.7,240,
16470,Thrifty White Pharmacy,31.66,240,
16470,Thrifty White Pharmacy,30.83,240,
16470,Pathstone Store,129.15,240,
16470,Pathstone Store,43.05,240,
16470,Thrifty White Pharmacy,34.82,240,
16470,Thrifty White Pharmacy,40.9,240,
16470,Thrifty White Pharmacy,50.14,240,
16470,Thrifty White Pharmacy,38.09,240,
16470,Thrifty White Pharmacy,58.09,240,
16470,Thrifty White Pharmacy,48.74,240,
16470,Thrifty White Pharmacy,68.74,240,
16470,Thrifty White Pharmacy,63.26,240,
16470,Bluestone Physician Services Pa,132.34,210,
16470,BlueCross BlueShield of Minnesota,810,206,
16470,BlueCross BlueShield of Minnesota,810,206,
16470,BlueCross BlueShield of Minnesota,810,206,
16470,BlueCross BlueShield of Minnesota,810,206,
16470,Lutheran Social Service,404.68,193,
16470,Lutheran Social Service,616.55,193,
16470,Lutheran Social Service,470.03,193,
16470,Lutheran Social Service,494.52,193,
16470,Lutheran Social Service,848.07,193,
16470,Lutheran Social Service,537.02,193,
16470,Lutheran Social Service,666.79,193,
16470,Lutheran Social Service,783.01,193,
16470,Lutheran Social Service,657.54,193,
16470,Lutheran Social Service,573.13,193,
16470,Lutheran Social Service,843.77,193,
16470,Lutheran Social Service,348.5,193,
16470,Dryer Storaasli Knutson & Pommerville,100,191,
16470,Dryer Storaasli Knutson & Pommerville,400.48,191,
16470,Dryer Storaasli Knutson & Pommerville,100,191,
16470,Dryer Storaasli Knutson & Pommerville,155.44,191,
16470,Dryer Storaasli Knutson & Pommerville,489.32,191,
16470,Dryer Storaasli Knutson & Pommerville,125.48,191,
16470,Dryer Storaasli Knutson & Pommerville,125,191,
16470,Dryer Storaasli Knutson & Pommerville,391,191,
16470,Dryer Storaasli Knutson & Pommerville,300,191,
16470,Dryer Storaasli Knutson & Pommerville,1427.8,191,
16470,Dryer Storaasli Knutson & Pommerville,226.19,191,
16470,Esterbrooks Scott Signorelli,140,190,
16470,Esterbrooks Scott Signorelli,300,190,
16470,David Wheat,190,187,
16470,The Shores,6145,185,
16470,The Shores,6188,185,
16470,The Shores,6162,185,
16470,The Shores,6162.5,185,
16470,The Shores,8122.01,185,
16470,The Shores,4548,185,
16470,The Shores,4530,185,
16470,The Shores,4530,185,
16470,The Shores,4530,185,
16470,The Shores,4530,185,
16470,The Shores,4270,185,
16470,The Shores,4145,185,
16470,US Bank,2,183,
16470,US Bank,2,183,
16470,US Bank,2,183,
16470,US Bank,2,183,
16470,US Bank,2,183,
16470,US Bank,2,183,
16470,US Bank,2,183,
16470,US Bank,2,183,
16470,US Bank,2,183,
16470,US Bank,2,183,
16212,Subway,6.7,196,
16212,Safeco Insurance,140.75,205,
19266,Pizza Ranch,9.61,196,
16544,Cardinal of Mn,13,233,
16398,Monthly Service Fee,5,183,
16398,Monthly Service Fee,5,183,
16398,Devin Engelstad,97,214,
16398,Elm Homes,636,185,
16398,Monthly Service Fee,5,183,
16398,Elm Homes,636,185,
16398,Cash,97,214,
16398,Monthly Service Fee,5,183,
16398,Cash,97.05,214,
16398,Elm Homes,636,185,
16398,Cash,97,214,
16398,Elm Homes,636,185,
16398,Monthly Service Fee,5,183,
16398,Elm Homes,636,185,
16398,Devin Engelstad,97,214,
16398,Monthly Service Fee,5,183,
16398,Devin Engelstad,97,214,
16398,Devin Engelstad,97,214,
16398,US Postmaster,9.8,213,
16398,Elm Homes,636,185,
16398,Check Reorder,20,183,
16398,Elm Homes,636,185,
16398,Monthly Service Fee,10,183,
16544,Cardinal of Mn,872,185,
19266,Transfer From,10,176,
21580,"Viking Manor, Ulen, MN",47,185,
21580,"Viking Manor, Ulen, MN",47,185,
21580,"Viking Manor, Ulen, MN",47,185,
19266,Pancake Feed,1,196,
19266,Easter Brunch,17.05,196,
19266,Church,2,186,
21580,"Viking Manor, Ulen, MN",47,185,
19266,Wal Mart,3.36,214,
21580,"Viking Manor, Ulen, MN",47,185,
21580,"Viking Manor, Ulen, MN",47,185,
19266,Great Clips,12,221,
16212,Reimbursement to Conservator-William's Attorney fees,3500,191,
21580,"Viking Manor, Ulen, MN",47,185,
19266,Hardees,4.26,196,
21580,"Viking Manor, Ulen, MN",516,185,
9566,per CAAP adj,1548.49,213,
19266,Taco John,7.95,196,
19266,Applebees,18,196,
16212,Reimbursement to Conservator-Best Buy-iMac Computer,1072.74,216,
21580,"Viking Manor, Ulen MN",47,185,
21580,"Viking Manor, Ulen MN",47,185,
16212,Reimbursement to Conservator-Best Buy-Cordless Phone,128.64,203,
19266,Transfer From,25,176,
19266,Transfer From,10,176,
19266,Transfer From,20,176,
16212,Hair,75,221,
16212,Cash for Entertainment,60,189,
16212,Holiday Gas Station,35.11,180,
16212,Caribou Coffee,4.75,196,
16212,Utility-Xcel Energy,155,232,
16212,Walgreens,37.81,214,
16212,Russian Museum Ticket,7,189,
16212,Settlers Life,4.42,207,
32736,Keppers Plumbing,250,202,
16212,Target,93.1,203,
19266,Transfer From,25,176,
16212,Ulta,17.16,214,
32736,Thrifty White Pharmacy,75.56,240,
19266,Panda Garden,11.64,196,
16212,Cub Foods,21.02,197,
21580,Wahl Drug,56.77,240,
16212,Patrick's Restaurant,18.88,196,
16212,Utility-Centurylink,179.56,233,
32736,Good Samaritan Home,6506.63,185,
16212,Cub Foods,43.27,197,
21628,Central Minn Credit Union,45.83,250,
21580,Wahl Drug,476.74,240,
21628,Central Minn Credit Union,60.81,250,
21628,Central Minn Credit Union,58.66,250,
32736,Property Tax,1192,226,
19266,Panda Garden,9.29,196,
21628,Central Minn Credit Union,32.75,250,
19266,Kandi Bowl,10,189,
21628,Central Minn Credit Union,46.81,250,
21580,Transfer From,2832.3,176,
21580,Transfer From,0,176,
32736,Crow Wing Power,43,232,
21580,Wahl Drug,4,240,
32736,Medica Health Insurance,198.3,206,
19266,Kandi Bowl,10.5,189,
32736,Delta Dental,90.54,209,
19266,Panda Garden,9.29,196,
21580,Wahl Drug,4.44,240,
19266,Transfer From,20,176,
32736,Transfer From,1132,176,
21580,Wahl Drug,4.99,240,
19266,Wal Mart,12.11,214,
21628,Chase Freedom,86.63,200,
19266,Dollar Tree,7.48,214,
21628,Chase Freedom,281.46,200,
21580,Wahl Drug,186.93,240,
19266,Transfer From,25,176,
19266,Applebees,16.37,196,
32736,Transfer From,1135.21,176,
21580,Wahl Drug,2892.49,240,
19266,Transfer From,20,176,
19266,Wal Mart,5,214,
21628,Marty Root,100,200,
21628,Central Lakes,40,200,
21628,Spare Tire,63.35,200,
19266,Wal Mart,14.59,214,
21628,Mark's Welding,43.76,200,
21628,Fish House Repair,75.81,200,
19266,Kandi Bowl,10,189,
16439,Kittson Memorial,2049.57,185,
21628,Fleet Farm,27.19,200,
19266,Pizza Ranch,10.68,189,
16439,Kittson Memorial,2034.1,185,
21628,Ellingson Plumbing,506.5,200,
16439,Kittson Memorial,2049.57,185,
21628,Polarus,435.13,200,
16439,Kittson Memorial,2049.57,185,
21628,Paul's Small Engines,64.18,200,
16439,Kittson Memorial,2034.1,185,
21628,Chase Freedom-fishhouse,390.05,200,
19266,Wal Mart,6.79,214,
21580,Transfer From,7339.44,176,
19266,Kandi Bowl,5.89,189,
21628,Chase Freedom-fishhouse,316.75,189,
19266,Kandi Bowl,10,189,
